Corridor #,Corridor Description,Corridor Num and Description,FY,Clean Corridor,Type,Detailed Type,Midpoint times,Side of street,SupDistrict,DPW Zone,Representative Street Segment,CNN (Route ID),Evaluation date,Evaluator name,Inspector,"11  Score (10, 20, or 30 score)","21  Litter (10, 20, or 30 score)","22  Grime, Leaks, Spills (% of sidewalk w/out)","24  Illegal Dumping (Y/N, where Y=none)","251  Feces, Needles, Condoms (Y/N, where Y=none)","252  Broken Glass (Y/N, where Y=none)",26  Odors (DPW),27  Odors (nonDPW),31  Public (DPW),32 Public (nonDPW),33  Private (Please indicate nearest address on attached work s,"34 Sidewalk (# on sidewalk, preiously 23)",Total # Trash Receptacles,41  Fullness,42  Cleanliness of trash receptacles,43  Cleanliness around trash receptacles,44  Painting,45  Structural integrity & function,46  Doors,Total # Trees,51  Cleanliness,52  Tree Appearance,53  Weediness,54  Clearance,11 pass,21  Pass,22  Pass,31  Pass,32 Pass,33  Pass,34 Pass,41  Pass,42  Pass,43  Pass,44  Pass,45  Pass,46  Pass,51  Pass,52  Pass,53 Pass,54  Pass,Longitude,Latitude,Location,Priority
,Cornwall St -- Arguello to 4th Ave,,2016-17,,Residential,Residential,"Wed 1st, 3rd 9AM to 11AM",R,1,C,Cornwall St  :  02nd Ave  -  03rd Ave,4405000,3/1/2017 0:00,Jordan,JBR,1,1,0.98,1,0,1,1,1,0,0,0,0,0,,,,,,,14,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,-122.4602696,37.78500628,,Regular
,25th St -- Diamond St to Grand View,,2017-18,,Residential,Residential,"Wed 1st, 3rd 12PM to 2PM",R,8,D,25th St  :  Fountain St  -  Grand View Ave,1460000,8/16/2017 0:00,Jordan,JBR,1,1,0.977466667,1,1,1,1,1,0,0.4,0,0,0,,,,,,,46,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4415381,37.74923082,,Regular
101,"Fillmore G: Golden Gate, Steiner - Laguna","#101 Fillmore G: Golden Gate, Steiner - Laguna",2017-18,,Commercial,Residential,Mon 8AM to 12PM,R,5,C,Golden Gate Ave  :  Laguna St  -  Webster St,6269000,4/23/2018 0:00,Jordan,JBR,1.0625,1,0.9625,1,1,1,1,1,0,2.8625,0,0.525,1,1,1,1,1,1,1,44,0.885416667,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4270168,37.78019303,,Regular
66,Broadway: Powell - Kearny,#66 Broadway: Powell - Kearny,2017-18,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,3,A,Broadway  :  Kearny St  -  Romolo St,3151000,2/14/2018 0:00,Jordan,JBR,1.041666667,1.375,0.956666667,1,1,1,1,1,0,4.069444444,0,0.055555556,2,1,1,1,1,1,1,11,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4054731,37.79801696,,Regular
75,Van Ness 6: Golden Gate - Bush,#75 Van Ness 6: Golden Gate - Bush,2017-18,Clean Corridor,Commercial,Residential,Fri 12PM to 5PM,L,5,C,Van Ness Ave  :  Golden Gate Ave  -  Turk St,13148101,2/9/2018 0:00,Jordan,JBR,1.708333333,1.875,0.950833333,1,1,1,1,1,1.166666667,7.5,1.916666667,0.916666667,11,1,1,1,1,1,1,59,0.751851852,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4204395,37.78103084,,Regular
9,Polk A: California - O'Farrell,#9 Polk A: California - O'Farrell,2017-18,Clean Corridor,Commercial,Residential,Thu 12PM to 5PM,L,6,B,Polk St  :  O'Farrell St  -  Myrtle St,10559000,7/27/2017 0:00,Jordan,JBR,1.181818182,1.060606061,0.96,1,1,1,1,1,0.454545455,3.393939394,0,0.909090909,4,1,1,1,1,1,1,55,0.946969697,0.959090909,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4195479,37.78496026,,Regular
25,Haight Lower: Webster - Divisadero,#25 Haight Lower: Webster - Divisadero,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,5,C,Haight St  :  Webster St  -  Fillmore St,6607000,4/14/2017 0:00,Jordan,JBR,1.15,1.15,0.9645,1,1,1,1,1,0,2.7,0,0.45,2,1,1,1,1,1,1,32,0.933333333,0.935555556,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4288021,37.77231585,,Regular
,Peru Ave -- Lisbon to Athens,,2016-17,,Residential,Residential,Mon 8AM to 12PM,L,11,E,Peru Ave  :  Lisbon St  -  Madrid St,10376000,6/5/2017 0:00,Jordan,JBR,1,1,0.959,0,0,1,1,1,0,0,0,0,0,,,,,,,18,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,-122.428903,37.72822171,,Regular
,Santiago St -- 28th to 33rd,,2016-17,,Residential,Residential,"Thur 1st, 3rd 1PM to 3PM",L,4,F,Santiago St  :  28th Ave  -  29th Ave,11619000,3/16/2017 0:00,Jordan,JBR,1.1,1,0.972,1,1,1,1,1,0,0.9,0,0,0,,,,,,,24,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4854662,37.74449279,,Regular
,20th Ave -- California to Cabrillo,,2017-18,,Residential,Residential,"Mon 1st, 3rd 8AM to 10AM",R,1,C,20th Ave  :  California St  -  Clement St,999000,3/19/2018 0:00,Jordan,JBR,1.32,1.36,0.9648,1,1,1,1,1,0,2.04,0,0.12,0,,,,,,,27,1,1,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4796509,37.78412535,,Regular
,Sutter St -- Jones To Larkin,,2017-18,,Residential,Residential,Mon 8AM to 12PM,R,3,A,Sutter St  :  Hyde St  -  Larkin St,12328000,4/9/2018 0:00,Jordan,JBR,1.733333333,1.666666667,0.951333333,1,1,1,1,1,0,10.6,0,0.933333333,1,1,1,1,1,1,1,16,0.733333333,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4168272,37.78817789,,Regular
,26th Ave -- Clement to Fulton,,2017-18,,Residential,Residential,"Wed 1st, 3rd 8AM to 10AM",R,1,C,26th Ave  :  Balboa St  -  Cabrillo St,1475000,2/7/2018 0:00,Jordan,JBR,1.2,1.2,0.9684,1,1,1,1,1,0,1.48,0,0,0,,,,,,,31,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4855323,37.77625246,,Regular
70,Van Ness 1: Cesar Chavez - 22nd,#70 Van Ness 1: Cesar Chavez - 22nd,2016-17,Clean Corridor,Commercial,Residential,Fri 12PM to 5PM,L,9,D,South Van Ness Ave  :  22nd St  -  23rd St,12029000,6/2/2017 0:00,Jordan,JBR,1.05,1.2,0.9615,1,1,1,1,1,0,1.65,0.6,1.05,2,1,1,1,1,1,1,55,1,0.949206349,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,-122.4165666,37.75556828,,Regular
,Hampshire St -- 18th to 23rd,,2017-18,,Residential,Residential,Mon 8AM to 12PM,L,9,D,Hampshire St  :  22nd St  -  23rd St,6655000,12/11/2017 0:00,Jordan,JBR,1.15,1,0.965833333,1,1,1,1,1,0,3.416666667,0.066666667,0,0,,,,,,,57,0.938636364,1,1,1,1,1,1,1,0,0,1,,,,,,,1,1,1,1,-122.4076019,37.75610878,,Regular
,Kirkham St -- 44th Ave to Great Hwy,,2017-18,,Residential,Residential,"Fri 2nd, 4th 12PM to 2PM",R,4,F,Kirkham St  :  44th Ave  -  45th Ave,7884000,9/8/2017 0:00,Jordan,JBR,1,1,0.97,1,1,1,1,1,0,2.5,0,0.75,0,,,,,,,6,1,0.75,1,1,1,1,1,1,0,1,0,,,,,,,1,0,1,1,-122.5036525,37.75865333,,Regular
83,Hyde: Market-Taylor,#83 Hyde: Market-Taylor,2016-17,Clean Corridor,Commercial,Residential,Mon 12PM to 5PM,R,6,B,Turk St  :  Taylor St  -  Jones St,12717000,7/3/2017 0:00,Jordan,JBR,1.44047619,1.297619048,0.945952381,1,0,1,1,1,0,4.785714286,0,0.30952381,3,1,1,1,1,1,1,30,0.848214286,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4107648,37.78321431,,Regular
59,Balboa Bart Station,#59 Balboa Bart Station,2017-18,Clean Corridor,Commercial,Residential,Thu 12PM to 5PM,L,7,F,Geneva Ave  :  Louisburg St  -  I-280 S Off Ramp,6129101,4/5/2018 0:00,Jordan,JBR,1.083333333,1.291666667,0.960958333,1,1,1,1,1,0,5.2625,0,0.1875,2,1,1,1,1,1,1,19,0.833333333,0.958333333,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4492957,37.72175241,,Regular
4,24th A: Potrero - Folsom,#4 24th A: Potrero - Folsom,2016-17,Clean Corridor,Commercial,Residential/Commercial,Mon 8AM to 12PM,R,9,D,24th St  :  Potrero Ave  -  Hampshire St,1330000,5/1/2017 0:00,Ladavid,JBR,1.1,1.25,0.9505,1,1,1,1,1,0.05,7.1,0,0.4,3,1,1,1,1,1,1,55,0.859166667,0.983333333,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4063362,37.75300403,,Regular
50,Bayshore: Key/San Bruno - Sunnydale,#50 Bayshore: Key/San Bruno - Sunnydale,2017-18,Clean Corridor,Commercial,Residential,Wed 12PM to 5PM,L,10,E,03rd St  :  Key Ave  -  Le Conte Ave,232101,5/2/2018 0:00,Jordan,JBR,1,1,0.963619048,1,1,1,1,1,0.027777778,1.143650794,0,0.348015873,2,1,1,1,1,1,1,66,0.982352941,0.95,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.3969544,37.71947658,,Regular
30,Kearny: Columbus - California,#30 Kearny: Columbus - California,2017-18,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,3,A,Kearny St  :  California St  -  Sacramento St,7755000,11/3/2017 0:00,Jordan,JBR,1.142857143,1,0.965714286,1,1,1,1,1,0.047619048,6.285714286,0,0.142857143,0,,,,,,,11,0.683333333,1,1,1,1,1,1,0,0,1,0,,,,,,,0,1,1,1,-122.4044184,37.79263866,,Regular
35,Irving B: 6th - Funston,#35 Irving B: 6th - Funston,2016-17,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,L,5,C,09th Ave  :  Lincoln Way  -  Irving St,431000,5/4/2017 0:00,Ladavid,JBR,1.148148148,1,0.965555556,1,1,1,1,1,0,2.244444444,0,0.037037037,11,1,1,1,1,1,1,78,0.756572259,0.986111111,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4664425,37.76592466,,Regular
86,Mason: Market - Powell,#86 Mason: Market - Powell,2017-18,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,R,3,A,Ellis St  :  Powell St  -  Cyril Magnin St,5170000,11/15/2017 0:00,Jordan,JBR,1.166666667,1.375,0.944583333,1,1,1,1,1,0,2.979166667,0,0,11,1,1,1,1,1,1,41,0.751068376,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,-122.4078525,37.78549156,,Regular
,Sanchez St -- 21st St to 26 St,,2017-18,,Residential,Residential,"Wed 1st, 3rd 8AM to 10AM",R,8,D,Sanchez St  :  Alvarado St  -  23rd St,11526000,3/7/2018 0:00,Jordan,JBR,1.025,1,0.972333333,1,1,1,1,1,0,0.866666667,0,0.333333333,1,1,1,1,1,1,1,70,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4298844,37.75395687,,Regular
,28th Ave -- California to Cabrillo,,2016-17,,Residential,Residential,"Fri 1st, 3rd 9AM to 11AM",R,1,C,28th Ave  :  Clement St  -  Geary Blvd,1578000,6/16/2017 0:00,Jordan,JBR,1,1,0.9715,1,1,1,1,1,0,1.1,0,0,0,,,,,,,16,0.96969697,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.488085,37.7818745,,Regular
89,6th St: Market - Folsom,#89 6th St: Market - Folsom,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,6,B,06th St  :  Market St  -  Stevenson St,326000,5/17/2017 0:00,Ladavid,JBR,1,1,0.94,1,0,1,1,1,0,1.444444444,0,0,0,,,,,,,25,0.808333333,0.738888889,1,1,1,1,1,1,0,1,1,,,,,,,0,0,1,1,-122.410292,37.78223058,,Regular
29,Geary B: 17th - 23rd,#29 Geary B: 17th - 23rd,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,1,C,Geary Blvd  :  17th Ave  -  18th Ave,6074101,3/24/2017 0:00,Ladavid,JBR,1.416666667,1.333333333,0.963333333,1,1,1,1,1,0,4,1.333333333,0.166666667,5,1,1,1,1,1,1,47,0.817045455,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4761692,37.78047585,,Regular
86,Mason: Market - Powell,#86 Mason: Market - Powell,2017-18,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,R,3,A,Ellis St  :  Powell St  -  Cyril Magnin St,5170000,5/9/2018 0:00,Jordan,JBR,1.416666667,1.479166667,0.941458333,1,1,1,1,1,0,2.958333333,0,0.041666667,11,1,1,1,1,1,1,41,0.848290598,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4078525,37.78549156,,Regular
66,Broadway: Powell - Kearny,#66 Broadway: Powell - Kearny,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,3,A,Broadway  :  Kearny St  -  Romolo St,3151000,4/5/2017 0:00,Ladavid,JBR,1.305555556,1.333333333,0.955833333,1,1,1,1,1,0.125,4.930555556,0,0.583333333,2,1,1,1,1,1,1,11,0.9375,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4054731,37.79801696,,Regular
32,Taraval: 18th - 23rd,#32 Taraval: 18th - 23rd,2017-18,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,R,7,F,Taraval St  :  18th Ave  -  19th Ave,12394000,9/14/2017 0:00,Jordan,JBR,1.4,1,0.96,1,1,1,1,1,0,3,0,0.3,1,1,1,1,1,1,1,19,0.8125,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4746238,37.74309661,,Regular
,Broderick St -- Bush to Washington,,2016-17,,Residential,Residential,"Wed 2nd, 4th  12PM to 2PM",L,2,A,Broderick St  :  Sacramento St  -  Clay St,3207000,3/8/2017 0:00,Jordan,JBR,1,1,0.972,1,1,1,1,1,0,0.533333333,0,0,0,,,,,,,40,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4422973,37.78878075,,Regular
,Guttenberg St -- Mission to Hanover,,2017-18,,Residential,Residential,Wed 12PM to 5PM,L,11,E,Guttenberg St  :  Pretor Way  -  Hanover St,6595000,9/7/2017 0:00,Jordan,JBR,1,1,0.975,1,1,1,1,1,0,2.375,0,0,0,,,,,,,0,,,,,1,1,1,1,0,1,1,,,,,,,,,,,-122.4430004,37.70993461,,Regular
9,Polk A: California - O'Farrell,#9 Polk A: California - O'Farrell,2016-17,Clean Corridor,Commercial,Residential,Thu 12PM to 5PM,L,6,B,Polk St  :  O'Farrell St  -  Myrtle St,10559000,5/18/2017 0:00,Ladavid,JBR,1.242424242,1,0.950909091,1,1,1,1,1,0,0.848484848,0,0.181818182,3,1,1,1,1,1,0.666666667,51,0.962703963,0.872727273,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,-122.4195479,37.78496026,,Regular
,Holloway Ave -- Bright to Monticello,,2017-18,,Residential,Residential,"Wed 2nd, 4th 1PM to 3PM",R,11,E,Holloway Ave  :  Bright St  -  Head St,6975000,1/24/2018 0:00,Jordan,JBR,1,1,0.973571429,1,1,1,1,1,0,1.642857143,0,0.142857143,0,,,,,,,1,1,1,1,1,1,1,1,1,0,1,0,,,,,,,1,1,1,1,-122.4635816,37.7216861,,Regular
22,Irving A: 19th Ave - 25th Ave,#22 Irving A: 19th Ave - 25th Ave,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,4,F,Irving St  :  19th Ave  -  20th Ave,7296000,4/21/2017 0:00,Ladavid,JBR,1.25,1.166666667,0.955833333,1,1,1,1,1,0,1.916666667,0.416666667,0,3,1,1,1,1,1,1,28,0.9,0.816666667,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,-122.4771741,37.7635595,,Regular
48,3rd St E: Oakdale - Williams,#48 3rd St E: Oakdale - Williams,2017-18,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,10,E,03rd St  :  Oakdale Ave  -  Palou Ave,212101,10/18/2017 0:00,Jordan,JBR,1,1,0.960714286,1,1,1,1,1,0.285714286,2.857142857,0,0.142857143,8,1,1,1,1,1,1,38,0.791156463,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.3906938,37.73479736,,Regular
4,24th A: Potrero - Folsom,#4 24th A: Potrero - Folsom,2017-18,Clean Corridor,Commercial,Residential/Commercial,Mon 8AM to 12PM,R,9,D,24th St  :  Potrero Ave  -  Hampshire St,1330000,1/15/2018 0:00,Jordan,JBR,1.6,1.3,0.948,1,1,1,1,1,0,13.6,0.55,1.95,3,1,1,1,1,1,1,60,0.838888889,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4063362,37.75300403,,Regular
,Baker St -- Green to Greenwich,,2017-18,,Residential,Residential,"Wed 12PM to 5PM, Thurs 8AM to 12PM",R,2,A,Baker St  :  Miley St  -  Greenwich St,2633000,8/14/2017 0:00,Jordan,JBR,1,1,0.9725,1,1,1,1,1,0,1.083333333,0,0,0,,,,,,,13,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4456919,37.79722495,,Regular
47,3rd St D: Galvez - Oakdale,#47 3rd St D: Galvez - Oakdale,2017-18,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,10,E,03rd St  :  Galvez Ave  -  Hudson Ave,204101,10/4/2017 0:00,Jordan,JBR,1,1,0.965,1,1,1,1,1,0,1.5,0,0.1875,12,1,1,1,1,1,1,52,0.879761905,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.3884759,37.74110763,,Regular
89,6th St: Market - Folsom,#89 6th St: Market - Folsom,2016-17,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,6,B,06th St  :  Market St  -  Stevenson St,326000,3/29/2017 0:00,Ladavid,JBR,1.222222222,1.388888889,0.955555556,1,0,1,1,1,1,3.111111111,0,0.111111111,0,,,,,,,25,0.952380952,1,1,1,1,1,1,0,0,1,0,,,,,,,1,1,1,1,-122.410292,37.78223058,,Regular
35,Irving B: 6th - Funston,#35 Irving B: 6th - Funston,2016-17,Clean Corridor,Commercial,Commercial,Thu 12PM to 5PM,L,5,C,09th Ave  :  Lincoln Way  -  Irving St,431000,4/6/2017 0:00,Ladavid,JBR,1,1.192592593,0.964,1,1,1,1,1,0,2.274074074,0,0,11,1,1,1,1,1,1,78,0.880192447,0.993464052,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,-122.4664425,37.76592466,,Regular
,19th Ave -- Irving to Noriega,,2016-17,,Residential,Residential,"Mon 12PM to 5PM, Tue 8AM to 12PM",R,4,F,19th Ave  :  Irving St  -  Judah St,910201,6/19/2017 0:00,Jordan,JBR,1.24,1.2,0.9668,1,1,1,1,1,0,2.92,0,0.28,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4771741,37.7635595,,Regular
,Missouri St -- Mariposa to 22nd St,,2016-17,,Residential,Residential,Thurs 12PM to 5pm,L,10,E,Missouri St  :  Mariposa St  -  18th St,9209000,6/8/2017 0:00,Jordan,JBR,1.066666667,1,0.978,1,1,1,1,1,0,0.56,0,0,0,,,,,,,45,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.3966445,37.76385062,,Regular
29,Geary B: 17th - 23rd,#29 Geary B: 17th - 23rd,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,1,C,Geary Blvd  :  17th Ave  -  18th Ave,6074101,6/9/2017 0:00,Ladavid,JBR,1.75,1,0.9575,1,1,1,1,1,0,6,0,0.333333333,5,1,1,1,1,1,1,45,0.825378788,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4761692,37.78047585,,Regular
84,Jones: Market-O'Farrell,#84 Jones: Market-O'Farrell,2017-18,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,R,6,B,Jones St  :  Market St  -  McAllister St,7562000,10/23/2017 0:00,Jordan,JBR,1.476190476,1.428571429,0.949047619,1,1,1,1,1,0,3.69047619,2,0.476190476,3,1,1,1,1,1,1,26,0.826666667,0.933333333,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4119854,37.78095176,,Regular
,30th Ave -- Pacheco to Taraval,,2017-18,,Residential,Residential,"Mon 1st, 3rd 9AM to 11AM",R,4,F,30th Ave  :  Rivera St  -  Santiago St,1658000,2/19/2018 0:00,Jordan,JBR,1,1,0.9775,1,1,1,1,1,0,0.75,0,0,0,,,,,,,26,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4877362,37.74625961,,Regular
12,Clement B: 5th - 10th Ave,#12 Clement B: 5th - 10th Ave,2016-17,Clean Corridor,Commercial,Commercial,Tue 12PM to 5PM,R,1,C,Clement St  :  05th Ave  -  06th Ave,4154000,3/7/2017 0:00,Ladavid,JBR,1.3,1.2,0.958,1,1,1,1,1,0,5.5,0,0,3,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.4633505,37.7829892,,Regular
97,"Fillmore C: Geary, Scott - Webster","#97 Fillmore C: Geary, Scott - Webster",2017-18,,Commercial,Commercial,Thu 12PM to 5PM,R,5,C,Geary Blvd  :  Webster St  -  Fillmore St,6041102,12/7/2017 0:00,Jordan,JBR,1.392857143,1,0.96125,1,1,1,1,1,0,5.132142857,2.125,0.775,1,1,1,1,1,1,1,45,0.75308642,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,-122.4312049,37.78456824,,Regular
,Balboa St -- 21st to 26th Ave,,2017-18,,Residential,Residential,"Fri 1st, 3rd 9AM to 11AM",L,1,C,Balboa St  :  25th Ave  -  26th Ave,2670000,4/20/2018 0:00,Jordan,JBR,1.5,1.5,0.961,1,1,1,1,1,0,2.5,0,0.3,3,1,1,1,1,1,1,29,0.85,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4844607,37.77630217,,Regular
,Kirkham St -- 44th Ave to Great Hwy,,2017-18,,Residential,Residential,"Fri 2nd, 4th 12PM to 2PM",R,4,F,Kirkham St  :  44th Ave  -  45th Ave,7884000,3/9/2018 0:00,Jordan,JBR,1,1,0.97625,1,1,1,1,1,0,2.5,0,0.25,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.5036525,37.75865333,,Regular
19,Mission E:  France - Rolph,#19 Mission E:  France - Rolph,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,11,E,Mission St  :  France Ave  -  Kenny Aly,9173101,5/5/2017 0:00,Ladavid,JBR,1.7,1.45,0.956666667,1,1,1,1,1,0,1.783333333,0,0.733333333,2,1,1,1,1,1,1,21,0.821428571,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4383294,37.72001553,,Regular
21,Glen Park: Diamond - Chenery - San Jose,#21 Glen Park: Diamond - Chenery - San Jose,2017-18,Clean Corridor,Commercial,Commercial,Wed 12PM to 5PM,L,8,D,Diamond St  :  Chenery St  -  Wilder St,4770000,11/1/2017 0:00,Jordan,JBR,1,1,0.967777778,1,1,1,1,1,0,1.916666667,0,0,2,1,1,1,1,1,1,21,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-122.4338791,37.73450782,,Regular
,Funston Ave -- Kirkham to Noriega,,2017-18,,Residential,Residential,"Fri 2nd, 4th 9AM to 11AM",R,7,F,Funston Ave  :  Moraga St  -  Noriega St,5972000,3/16/2018 0:00,Jordan,JBR,1.066666667,1,0.951333333,1,1,1,1,1,0,0.683333333,0,0.066666667,0,,,,,,,7,0.888888889,1,1,1,1,1,1,1,0,1,0,,,,,,,0,1,1,1,-122.4700737,37.75639043,,Regular
28,Geary A: Arguello - 7th,#28 Geary A: Arguello - 7th,2017-18,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,1,C,Geary Blvd  :  Arguello Blvd  -  02nd Ave,6057101,11/17/2017 0:00,Jordan,JBR,1.111111111,1.055555556,0.958888889,1,1,1,1,1,0,3.611111111,0,0.222222222,3,1,1,1,1,1,1,20,0.725,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4588587,37.78125706,,Regular
,25th Ave -- Lincoln Way to Lawton,,2016-17,,Residential,Residential,"Tues 2nd, 4th  8AM to 10AM",L,4,F,25th Ave  :  Judah St  -  Kirkham St,1383000,3/14/2017 0:00,Jordan,JBR,1.05,1.05,0.9705,1,1,1,1,1,0,2.7,0,0,0,,,,,,,41,1,1,1,1,1,1,1,1,0,1,1,,,,,,,1,1,1,1,-122.4834231,37.76141728,,Regular
29,Geary B: 17th - 23rd,#29 Geary B: 17th - 23rd,2017-18,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,1,C,Geary Blvd  :  17th Ave  -  18th Ave,6074101,10/27/2017 0:00,Jordan,JBR,1.166666667,1.083333333,0.960833333,1,1,1,1,1,0,4.833333333,0.5,0,5,1,1,1,1,1,1,45,0.836616162,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,-122.4761692,37.78047585,,Regular
28,Geary A: Arguello - 7th,#28 Geary A: Arguello - 7th,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,1,C,Geary Blvd  :  Arguello Blvd  -  02nd Ave,6057101,5/19/2017 0:00,Jordan,JBR,1,1,0.951666667,0,0,1,1,1,0,0.722222222,0,0.277777778,4,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,-122.4588587,37.78125706,,Regular
2,Mission B: 18th - 22nd St.,#2 Mission B: 18th - 22nd St.,2016-17,Clean Corridor,Commercial,Commercial,Mon 12PM to 5PM,L,9,D,Mission St  :  18th St  -  19th St,9120000,3/6/2017 0:00,Ladavid,JBR,1.0625,1.125,0.9625,1,1,1,1,1,0.125,3.1875,0.625,0.75,7,1,1,1,1,1,1,22,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,-122.4193593,37.76183586,,Regular
24,Divisadero A: Haight - McAllister,#24 Divisadero A: Haight - McAllister,2016-17,Clean Corridor,Commercial,Commercial,Fri 12PM to 5PM,R,5,C,Divisadero St  :  Haight St  -  Page St,4799101,4/7/2017 0:00,Jordan,JBR,1,1.095238095,0.95952381,1,1,1,1,1,0,5.285714286,0,0.333333333,2,1,1,1,1,1,1,53,0.893650794,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,-122.4370456,37.77126742,,Regular
